invoice_id,issue_date,customer_id,customer_name,item_description,qty,unit_price,total,status
INV-04893,2023-08-24,C-102,Soylent Corp,Cloud Storage,18,$ 20.00,360.00,Paid
INV-04894,06/01/2023,C-107,Cyberdyne,Audit Service,20,$ 2000.00,39999.00,Pending
INV-04895,2024-01-01,C-109,Hooli,Cloud Storage,20,20.00,400.00,Pending
INV-04896,2023-03-03,C-108,Massive Dynamic,Server Setup,12,1200.50,NULL,REFUNDED
INV-04897,2023-01-31,C-109,Hooli,Cloud Storage,3,20.00,60.00,Processing
INV-04898,2023-10-20,C-107,Cyberdyne,API Access,1,500.00,500.00,Paid
INV-04899,2023-02-18,C-100,Acme Corp,Front-end dev,3,$ 50.00,150.00,REFUNDED
INV-04900,18/02/2023,C-103,,Mantenimiento,7,$ 100.00,700.00,Paid
INV-04901,2023-11-19,C-107,CYBERDYNE,Mantenimiento,9,100.00,900.00,REFUNDED
INV-04902,2023-08-16,C-103,INITECH,Mantenimiento,5,100.00,500.00,Pending
INV-04903,2023-09-14,C-102,soylent corp,Consultoria Data,3,1500.00,4500.00,Processing
INV-04904,2023-05-12,C-109,Hooli,Licencia Software,13,5000.00,65000.00,REFUNDED
INV-04767,2023-06-18,C-102,soylent corp,Consultoria Data,16,1500.00,24000.00,Cancelled
INV-04906,2023-04-10,C-101,Globex Inc,Licencia Software,4,5000.00,20000.00,Processing
INV-04907,2023/05/29,C-100,Acme Corp,Audit Service,7,2000.00,14000.00,Cancelled
INV-04908,2023-13-17,C-102,Soylent Corp,Licencia Software,2,5000.00,10000.00,REFUNDED
INV-04909,30/04/2023,C-109,HOOLI,Licencia Software,7,5000.00,35000.00,Processing
INV-04910,2023-05-28,C-106,Wayne Ent,API Access,1,USD 500.00,500.00,Paid
INV-04911,2023-01-28,C-106,wayne ent,Cloud Storage,4,20.00,80.00,REFUNDED
INV-04912,2023-11-15,C-107,Cyberdyne,Consultoria Data,3,1500.00,4500.00,Processing
INV-04913,2023-01-18,C-101,globex inc,API Access,3,500.00,1500.00,REFUNDED
INV-04914,2023-07-25,C-102,Soylent Corp,Cloud Storage,3,20.00,60.00,Paid
INV-04915,2023-11-29,C-102,Soylent Corp,API Access,14,500.00,7000.00,REFUNDED
INV-04916,2023-03-10,C-106,Wayne Ent,Server Setup,12,1200.50,14406.00,Paid
INV-04917,2023-13-27,C-108,Massive Dynamic,Cloud Storage,13,20.00,260.00,Cancelled
INV-04918,2023/02/19,C-107,Cyberdyne,Front-end dev,12,50.00,600.00,Paid
INV-04919,2023/11/10,C-107,Cyberdyne,Licencia Software,16,USD 5000.00,80000.00,REFUNDED
INV-04920,2023-11-12,C-109,Hooli,Cloud Storage,3,20.00,60.00,REFUNDED
INV-04921,2023-03-29,C-110,Dharma Initiative,Licencia Software,9,5000.00,45000.00,Processing
INV-04922,2023-03-18,C-105,Stark Ind,Audit Service,1,2000.00,2000.00,REFUNDED
INV-04923,2023-13-20,C-103,Initech,Cloud Storage,13,USD 20.00,260.00,Paid
INV-04924,2023-05-14,C-108,Massive Dynamic,Mantenimiento,8,100.00,800.00,Paid
INV-04925,2023-05-04,C-107,Cyberdyne,Mantenimiento,16,100.00,1600.00,Pending
INV-04926,2023-03-07,C-104,umbrella corp,Licencia Software,12,5000.00,60000.00,Processing
INV-04927,2023-10-26,C-101,Globex Inc,Audit Service,4,2000.00,8000.00,Pending
INV-04928,2023-07-19,C-109,Hooli,Cloud Storage,12,USD 20.00,240.00,Pending
INV-04929,2023-07-01,C-109,Hooli,Mantenimiento,10,100.00,1000.00,Paid
INV-04930,26/04/2023,C-101,Globex Inc,Cloud Storage,4,$ 20.00,80.00,Cancelled
INV-04931,28/01/2023,C-107,Cyberdyne,Cloud Storage,8,20.00,160.00,Paid
INV-04932,2023-05-13,C-105,Stark Ind,Mantenimiento,1,100.00,100.00,Processing
INV-04933,2023-06-26,C-108,Massive Dynamic,Consultoria Data,5,1500.00,7500.00,Cancelled
INV-01977,2023-08-24,C-104,umbrella corp,Front-end dev,6,50.00,300.00,Cancelled
INV-04935,2023-06-15,C-109,Hooli,Cloud Storage,10,20.00,200.00,Pending
INV-04936,28/10/2023,C-106,wayne ent,Mantenimiento,3,100.00,300.00,Processing
INV-04937,2023/12/17,C-104,Umbrella Corp,API Access,13,500.00,6500.00,Pending
INV-04938,13/10/2023,C-107,Cyberdyne,Server Setup,15,1200.50,18007.50,Processing
INV-04939,2023/08/25,C-100,Acme Corp,Licencia Software,1,5000.00,5000.00,Pending
INV-04940,2023-12-28,C-107,cyberdyne,Licencia Software,1,5000.00,5000.00,Processing
INV-04941,2023-08-08,C-106,Wayne Ent,Mantenimiento,13,100.00,1300.00,Paid
INV-04942,2023/07/23,C-109,Hooli,Licencia Software,1,5000.00,5000.00,REFUNDED
INV-04943,2023-11-10,C-105,Stark Ind,Mantenimiento,12,$ 100.00,1200.00,Paid
INV-04944,2023-05-23,C-110,Dharma Initiative,API Access,14,500.00,7000.00,REFUNDED
INV-04945,2023-12-18,C-100,Acme Corp,Consultoria Data,15,1500.00,22500.00,Paid
INV-04946,2023/05/08,C-101,Globex Inc,Mantenimiento,6,100.00,600.00,Paid
INV-04947,2023-02-24,C-103,Initech,Front-end dev,6,50.00,300.00,Cancelled
INV-04948,2023/09/22,C-103,Initech,Cloud Storage,19,20.00,380.00,Paid
INV-04949,2023-12-19,C-103,Initech,Audit Service,13,2000.00,26000.00,Paid
INV-04950,2023-09-20,C-110,Dharma Initiative,Mantenimiento,6,100.00,599.00,Cancelled
INV-04951,2023-09-22,C-106,Wayne Ent,Audit Service,3,2000.00,6000.00,Paid
INV-04952,2023-13-3,C-103,Initech,Server Setup,4,1200.50,4802.00,Pending
INV-04953,2023-13-14,C-103,Initech,API Access,8,500.00,4000.00,Processing
INV-04954,2023-02-11,C-103,Initech,Front-end dev,2,50.00,NULL,REFUNDED
INV-04955,2023/06/21,C-103,Initech,Front-end dev,20,50.00,1000.00,Cancelled
INV-04956,2023-10-16,C-104,Umbrella Corp,Cloud Storage,19,20.00,380.00,Processing
INV-04957,2023-04-23,C-108,Massive Dynamic,Audit Service,9,$ 2000.00,18000.00,Paid
INV-04958,2023-04-08,C-110,dharma initiative,Consultoria Data,5,1500.00,7500.00,Paid
INV-04959,2023-12-20,C-106,Wayne Ent,Server Setup,11,1200.50,13205.50,REFUNDED
INV-04960,2023-07-12,C-104,umbrella corp,API Access,4,500.00,2000.00,Cancelled
INV-04961,2023-07-25,C-101,Globex Inc,Mantenimiento,20,100.00,2000.00,REFUNDED
INV-04962,2023-08-07,C-106,wayne ent,Audit Service,13,2000.00,26000.00,Paid
INV-04963,2023-07-24,C-109,HOOLI,Mantenimiento,1,100.00,100.00,REFUNDED
INV-04964,2023-08-28,C-102,Soylent Corp,Cloud Storage,12,20.00,240.00,Paid
INV-04965,2023-02-24,C-101,Globex Inc,Front-end dev,4,50.00,200.00,Paid
INV-04966,2023-06-23,C-105,Stark Ind,Mantenimiento,5,100.00,500.00,Processing
INV-04967,2023-05-15,C-109,Hooli,Server Setup,2,1200.50,2401.00,REFUNDED
INV-04968,2023-06-25,C-107,Cyberdyne,Consultoria Data,13,1500.00,19500.00,REFUNDED
INV-04969,2023/05/17,C-100,acme corp,API Access,7,500.00,3500.00,Processing
INV-04970,2023/11/27,C-103,Initech,Cloud Storage,1,20.00,20.00,Paid
INV-04971,2023-02-24,C-108,Massive Dynamic,Licencia Software,20,5000.00,100000.00,Paid
INV-04972,2023-10-03,C-102,Soylent Corp,Front-end dev,18,50.00,900.00,Pending
INV-04973,2023/04/23,C-105,Stark Ind,API Access,17,500.00,8500.00,Pending
INV-04974,2023-07-31,C-107,Cyberdyne,API Access,17,$ 500.00,8500.00,Cancelled
INV-04975,02/07/2023,C-104,Umbrella Corp,Licencia Software,7,5000.00,35000.00,Processing
INV-04976,2023-05-24,C-104,Umbrella Corp,Audit Service,10,2000.00,20000.00,REFUNDED
INV-04977,2023-04-14,C-109,Hooli,Licencia Software,18,5000.00,90000.00,Cancelled
INV-04978,2023-13-18,C-106,Wayne Ent,API Access,19,500.00,9500.00,Paid
INV-04979,2023-06-16,C-105,stark ind,Front-end dev,2,50.00,100.00,Processing
INV-04980,2023-05-31,C-103,Initech,Consultoria Data,5,1500.00,7500.00,Cancelled
INV-04981,2023-13-12,C-102,Soylent Corp,Mantenimiento,11,100.00,1100.00,Cancelled
INV-04982,2023-09-20,C-107,Cyberdyne,Server Setup,19,1200.50,22809.50,REFUNDED
INV-04983,2023-12-06,C-104,UMBRELLA CORP,Front-end dev,9,50.00,450.00,Cancelled
INV-04984,01/11/2023,C-104,Umbrella Corp,Server Setup,5,1200.50,6002.50,Paid
INV-04985,2023-02-03,C-106,Wayne Ent,Server Setup,13,1200.50,15606.50,Pending
INV-04986,2023-03-13,C-108,Massive Dynamic,Server Setup,6,1200.50,7203.00,Paid
INV-04987,2023-08-25,C-109,HOOLI,API Access,10,500.00,5000.00,Cancelled
INV-04988,2023-05-13,C-103,INITECH,Consultoria Data,9,1500.00,13500.00,REFUNDED
INV-04989,2023-06-23,C-103,Initech,Cloud Storage,4,20.00,80.00,REFUNDED
INV-04990,2023-02-28,C-107,Cyberdyne,API Access,3,500.00,1500.00,Paid
INV-04991,2023/02/01,C-102,Soylent Corp,Licencia Software,13,5000.00,65000.00,Paid
INV-04992,2023-12-29,C-110,Dharma Initiative,Server Setup,17,1200.50,20408.50,Pending
INV-04993,2023-06-11,C-104,UMBRELLA CORP,Mantenimiento,18,100.00,1800.00,Processing
INV-04994,2023-12-14,C-105,stark ind,Server Setup,3,USD 1200.50,3601.50,Paid
INV-04995,2023-04-12,C-109,Hooli,Consultoria Data,17,1500.00,25500.00,Processing
INV-04996,16/02/2023,C-109,,Licencia Software,2,5000.00,10000.00,Pending
INV-04997,2023-13-19,C-107,Cyberdyne,Front-end dev,4,50.00,200.00,REFUNDED
INV-04998,2023-06-18,C-106,Wayne Ent,Mantenimiento,3,$ 100.00,300.00,Paid
INV-04999,30/06/2023,C-105,Stark Ind,Cloud Storage,18,$ 20.00,360.00,Cancelled
INV-05000,27/05/2023,C-101,Globex Inc,Cloud Storage,7,20.00,140.00,REFUNDED
INV-05001,29/06/2023,C-107,Cyberdyne,Front-end dev,15,$ 50.00,750.00,Cancelled
INV-05002,2023-13-14,C-109,Hooli,Audit Service,17,2000.00,34000.00,Cancelled
INV-05003,2023-05-16,C-106,,Cloud Storage,11,20.00,220.00,Processing
INV-05004,2023-07-28,C-101,Globex Inc,Audit Service,20,2000.00,40000.00,Cancelled
INV-05005,2023-13-2,C-103,Initech,Front-end dev,20,50.00,1000.00,Pending
INV-05006,2023-07-16,C-106,Wayne Ent,Front-end dev,3,50.00,150.00,Paid
INV-05007,30/10/2023,C-110,Dharma Initiative,Consultoria Data,14,$ 1500.00,21000.00,Processing
INV-05008,2023-09-14,C-107,Cyberdyne,Audit Service,2,2000.00,4000.00,Paid
INV-05009,2023-02-11,C-102,Soylent Corp,Server Setup,6,USD 1200.50,7203.00,Processing
INV-05010,10/07/2023,C-102,Soylent Corp,Licencia Software,1,5000.00,5000.00,Cancelled
INV-05011,28/01/2023,C-104,Umbrella Corp,API Access,10,500.00,5000.00,Cancelled
INV-05012,2023-07-06,C-106,Wayne Ent,Mantenimiento,18,100.00,1800.00,REFUNDED
INV-05013,28/07/2023,C-102,Soylent Corp,Cloud Storage,14,20.00,280.00,REFUNDED
INV-05014,2023-06-13,C-104,,API Access,7,$ 500.00,3500.00,Pending
INV-05015,2023-05-13,C-110,Dharma Initiative,Front-end dev,17,50.00,850.00,Cancelled
INV-05016,2023-11-13,C-106,Wayne Ent,Consultoria Data,5,1500.00,7500.00,Pending
INV-05017,2023-09-28,C-100,ACME CORP,Server Setup,8,1200.50,9604.00,Processing
INV-05018,2023-13-20,C-100,Acme Corp,Mantenimiento,3,100.00,300.00,Cancelled
INV-05019,2023-13-20,C-108,Massive Dynamic,Audit Service,4,2000.00,8000.00,Paid
INV-05020,2023-04-18,C-103,INITECH,Mantenimiento,20,USD 100.00,2000.00,Paid
INV-05021,22/10/2023,C-106,WAYNE ENT,Front-end dev,13,50.00,650.00,Processing
INV-05022,2023-10-21,C-106,wayne ent,Front-end dev,13,50.00,650.00,Processing
INV-05023,2023-06-10,C-102,SOYLENT CORP,Licencia Software,5,5000.00,25000.00,Paid
INV-05024,2023-08-23,C-100,Acme Corp,Audit Service,4,2000.00,8000.00,Pending
INV-05025,31/05/2023,C-100,Acme Corp,Mantenimiento,12,100.00,1200.00,REFUNDED
INV-05026,08/02/2023,C-105,Stark Ind,Server Setup,16,1200.50,19208.00,REFUNDED
INV-05027,2023-05-23,C-107,,Licencia Software,12,5000.00,60000.00,Processing
INV-05028,2023-07-29,C-101,Globex Inc,Server Setup,3,1200.50,3601.50,Cancelled
INV-05029,2023-03-30,C-101,Globex Inc,Cloud Storage,18,20.00,360.00,REFUNDED
INV-05030,2023-04-14,C-110,Dharma Initiative,Cloud Storage,6,20.00,120.00,Processing
INV-05031,2023-05-13,C-107,Cyberdyne,Front-end dev,13,50.00,650.00,Paid
INV-05032,2023-06-01,C-107,cyberdyne,Front-end dev,4,$ 50.00,200.00,REFUNDED
INV-05033,2023-09-26,C-100,Acme Corp,Licencia Software,12,5000.00,60000.00,Cancelled
INV-05034,27/01/2023,C-104,Umbrella Corp,Licencia Software,11,5000.00,55000.00,Pending
INV-05035,2023-13-21,C-104,Umbrella Corp,API Access,18,500.00,9000.00,Paid
INV-05036,2023/06/26,C-109,Hooli,Mantenimiento,9,100.00,900.00,Processing
INV-05037,2023-12-16,C-100,Acme Corp,API Access,10,$ 500.00,5000.00,Paid
INV-05038,2023-01-08,C-109,Hooli,API Access,19,500.00,9500.00,Processing
INV-05039,2023-05-17,C-109,Hooli,Audit Service,3,2000.00,6000.00,REFUNDED
INV-05040,2023-05-02,C-105,Stark Ind,Mantenimiento,15,100.00,1500.00,Cancelled
INV-05041,2023-08-23,C-109,Hooli,Cloud Storage,5,20.00,100.00,Pending
INV-05042,2023-08-25,C-109,Hooli,API Access,13,500.00,6500.00,Paid
INV-05043,2023-04-01,C-109,hooli,Front-end dev,18,50.00,900.00,Cancelled
INV-05044,2023-03-21,C-100,acme corp,Server Setup,15,1200.50,18007.50,Cancelled
INV-05045,2023-11-23,C-105,STARK IND,Licencia Software,8,5000.00,40000.00,Paid
INV-05046,2023-08-21,C-104,Umbrella Corp,Server Setup,15,1200.50,18007.50,Pending
INV-05047,2023-11-03,C-102,Soylent Corp,Licencia Software,18,5000.00,90000.00,Pending
INV-05048,2023-10-30,C-107,Cyberdyne,Audit Service,18,2000.00,35999.00,Pending
INV-05049,2023/12/22,C-101,Globex Inc,Front-end dev,18,50.00,900.00,Paid
INV-05050,13/08/2023,C-102,Soylent Corp,Server Setup,5,1200.50,6002.50,Paid
INV-05051,2023-01-04,C-110,Dharma Initiative,Licencia Software,3,5000.00,15000.00,Paid
INV-05052,2023-07-29,C-110,Dharma Initiative,Front-end dev,19,50.00,950.00,Cancelled
INV-05053,2023-02-19,C-102,Soylent Corp,Server Setup,20,1200.50,24010.00,Pending
INV-05054,2023-09-14,C-103,Initech,Consultoria Data,4,1500.00,6000.00,Pending
INV-05055,2023-12-05,C-101,Globex Inc,Consultoria Data,17,1500.00,25500.00,Processing
INV-05056,2023-07-24,C-101,Globex Inc,Licencia Software,14,5000.00,70000.00,REFUNDED
INV-05057,2023-02-25,C-109,Hooli,Mantenimiento,6,100.00,600.00,Pending
INV-02035,2023-05-13,C-103,,Consultoria Data,8,1500.00,12000.00,Paid
INV-05059,2023-05-23,C-109,Hooli,Mantenimiento,1,100.00,100.00,Processing
INV-05060,2023-07-07,C-107,Cyberdyne,API Access,1,500.00,500.00,REFUNDED
INV-05061,2023-04-27,C-100,Acme Corp,Consultoria Data,18,1500.00,27000.00,Pending
INV-05062,2023-04-14,C-108,Massive Dynamic,Consultoria Data,12,1500.00,18000.00,REFUNDED
INV-05063,2023-08-09,C-100,Acme Corp,Cloud Storage,3,20.00,60.00,REFUNDED
INV-00694,2023-04-19,C-106,wayne ent,Front-end dev,2,$ 50.00,100.00,Cancelled
INV-05065,2023/01/17,C-110,DHARMA INITIATIVE,Audit Service,13,2000.00,26000.00,Cancelled
INV-05066,2023/02/09,C-106,Wayne Ent,Audit Service,7,2000.00,13999.00,Pending
INV-05067,2023-04-29,C-104,Umbrella Corp,Audit Service,7,2000.00,14000.00,Cancelled
INV-05068,06/06/2023,C-100,Acme Corp,Licencia Software,6,5000.00,30000.00,Processing
INV-05069,2023-08-08,C-107,cyberdyne,Front-end dev,11,50.00,550.00,Pending
INV-05070,2023-04-27,C-107,CYBERDYNE,API Access,6,500.00,3000.00,REFUNDED
INV-05071,2023-06-08,C-102,Soylent Corp,Cloud Storage,17,20.00,340.00,REFUNDED
INV-05072,2023-04-12,C-105,stark ind,Front-end dev,3,$ 50.00,150.00,REFUNDED
INV-05073,2023-08-13,C-106,Wayne Ent,Consultoria Data,13,1500.00,19500.00,Pending
INV-05074,2023-02-19,C-105,Stark Ind,Audit Service,1,2000.00,2000.00,Paid
INV-05075,2023-09-27,C-110,Dharma Initiative,Audit Service,3,2000.00,6000.00,Pending
INV-05076,2023-01-14,C-102,Soylent Corp,Server Setup,1,$ 1200.50,1200.50,Cancelled
INV-05077,2023-02-06,C-106,wayne ent,Cloud Storage,6,20.00,120.00,Paid
INV-05078,2023-05-07,C-102,Soylent Corp,Front-end dev,7,50.00,NULL,Cancelled
INV-05079,2023-13-21,C-109,hooli,Cloud Storage,7,20.00,140.00,Processing
INV-05080,2023/09/04,C-107,Cyberdyne,API Access,6,500.00,3000.00,Pending
INV-05081,2023-10-08,C-103,Initech,API Access,12,500.00,6000.00,Paid
INV-05082,2023-09-23,C-103,Initech,Front-end dev,3,50.00,150.00,REFUNDED
INV-05083,2023-11-03,C-102,Soylent Corp,Audit Service,18,2000.00,36000.00,Cancelled
INV-05084,2023-13-24,C-104,,Cloud Storage,6,20.00,120.00,Processing
INV-05085,2023-04-03,C-109,Hooli,Mantenimiento,4,100.00,400.00,Pending
INV-05086,2023-02-15,C-105,Stark Ind,Mantenimiento,20,USD 100.00,2000.00,Pending
INV-05087,26/05/2023,C-106,Wayne Ent,API Access,3,500.00,1500.00,Cancelled
INV-05088,2023-09-14,C-102,Soylent Corp,Front-end dev,17,50.00,850.00,Processing
INV-05089,2023-01-04,C-102,Soylent Corp,Server Setup,13,1200.50,15606.50,Processing
INV-05090,2023-09-16,C-109,Hooli,Licencia Software,10,5000.00,50000.00,Paid
INV-05091,2023/04/18,C-106,Wayne Ent,Consultoria Data,5,1500.00,7500.00,Cancelled
INV-05092,2023-01-27,C-107,Cyberdyne,API Access,19,500.00,9500.00,Paid
INV-05093,2023-12-24,C-107,Cyberdyne,Cloud Storage,13,USD 20.00,260.00,Pending
INV-05094,2023-10-04,C-105,Stark Ind,Consultoria Data,14,1500.00,21000.00,Pending
INV-05095,2023/08/25,C-109,Hooli,Licencia Software,13,5000.00,65000.00,Cancelled
INV-05096,2023-01-04,C-107,Cyberdyne,Audit Service,12,2000.00,24000.00,Pending
INV-05097,31/07/2023,C-107,Cyberdyne,Server Setup,12,1200.50,14406.00,Cancelled
INV-05098,2023-08-17,C-104,Umbrella Corp,API Access,18,500.00,9000.00,Processing
INV-05099,2023/08/21,C-101,Globex Inc,Cloud Storage,12,20.00,240.00,Paid
INV-05100,2023-01-31,C-105,Stark Ind,Cloud Storage,10,20.00,200.00,REFUNDED
INV-05101,2023-10-21,C-109,Hooli,Server Setup,5,1200.50,6002.50,REFUNDED
INV-05102,2023-10-29,C-104,Umbrella Corp,Mantenimiento,5,100.00,500.00,Paid
INV-05103,2023-08-25,C-100,Acme Corp,Licencia Software,9,5000.00,45000.00,Pending
INV-05104,2023-01-18,C-101,Globex Inc,Licencia Software,16,5000.00,80000.00,Pending
INV-05105,2023/10/21,C-105,Stark Ind,Server Setup,5,1200.50,6002.50,Processing
INV-05106,24/08/2023,C-102,Soylent Corp,Licencia Software,4,5000.00,20000.00,REFUNDED
INV-05107,2023-08-29,C-101,Globex Inc,Licencia Software,3,USD 5000.00,15000.00,Processing
INV-05108,08/08/2023,C-110,Dharma Initiative,API Access,10,500.00,5000.00,Cancelled
INV-05109,2023-05-14,C-103,Initech,API Access,20,500.00,10000.00,Processing
INV-05110,2023-04-25,C-110,Dharma Initiative,Front-end dev,15,50.00,750.00,Paid
INV-05111,26/03/2023,C-107,Cyberdyne,Licencia Software,4,5000.00,20000.00,Processing
INV-05112,2023/05/17,C-103,Initech,Cloud Storage,10,20.00,200.00,REFUNDED
INV-05113,2023-04-27,C-102,Soylent Corp,Mantenimiento,1,100.00,100.00,Pending
INV-05114,2023-07-20,C-103,Initech,Consultoria Data,10,USD 1500.00,15000.00,REFUNDED
INV-05115,2023-08-18,C-104,Umbrella Corp,Front-end dev,15,50.00,750.00,Processing
INV-04874,2023-01-18,C-102,Soylent Corp,Consultoria Data,4,$ 1500.00,6000.00,Paid
INV-05117,2023-01-02,C-103,Initech,Licencia Software,15,5000.00,75000.00,Pending
INV-05118,2023-03-26,C-109,Hooli,Front-end dev,10,50.00,500.00,Processing
INV-05119,2023-08-28,C-100,Acme Corp,Mantenimiento,13,100.00,1300.00,Pending
INV-05120,2023-12-23,C-100,,Front-end dev,4,USD 50.00,200.00,Paid
INV-05121,2023/02/24,C-107,CYBERDYNE,Front-end dev,19,50.00,950.00,REFUNDED
INV-05122,2023-11-08,C-102,Soylent Corp,Cloud Storage,17,USD 20.00,340.00,Cancelled
INV-05123,30/05/2023,C-103,Initech,Server Setup,11,1200.50,13205.50,Cancelled
INV-05124,2023/04/29,C-109,,Licencia Software,9,5000.00,45000.00,Pending
INV-05125,2023-12-26,C-106,Wayne Ent,Cloud Storage,18,20.00,360.00,Cancelled
INV-05126,2023-03-01,C-105,Stark Ind,Mantenimiento,8,100.00,800.00,Processing
INV-05127,22/11/2023,C-109,hooli,Licencia Software,14,5000.00,70000.00,Pending
INV-05128,2023/10/09,C-106,wayne ent,Audit Service,10,2000.00,20000.00,Cancelled
INV-05129,2023-13-5,C-100,Acme Corp,API Access,10,500.00,5000.00,Processing
INV-05130,2023-09-05,C-104,Umbrella Corp,Mantenimiento,5,100.00,500.00,Cancelled
INV-05131,06/05/2023,C-110,Dharma Initiative,Server Setup,7,1200.50,8403.50,Pending
INV-05132,2023/01/21,C-107,Cyberdyne,Server Setup,13,1200.50,15606.50,Pending
INV-05133,2023-09-10,C-100,Acme Corp,API Access,10,500.00,5000.00,REFUNDED
INV-05134,2023/12/18,C-110,Dharma Initiative,Server Setup,15,1200.50,18007.50,REFUNDED
INV-05135,03/02/2023,C-102,Soylent Corp,API Access,18,500.00,9000.00,Paid
INV-05136,2023-03-02,C-110,Dharma Initiative,Mantenimiento,20,100.00,2000.00,Processing
INV-05137,2023-04-07,C-103,Initech,Cloud Storage,13,20.00,260.00,Pending
INV-05138,2023-07-29,C-109,Hooli,Mantenimiento,4,100.00,400.00,Cancelled
INV-05139,2023/04/28,C-110,Dharma Initiative,Cloud Storage,8,20.00,160.00,Pending
INV-05140,2023-01-26,C-108,Massive Dynamic,Front-end dev,9,50.00,450.00,Pending
INV-05141,01/01/2024,C-108,Massive Dynamic,Consultoria Data,13,1500.00,19500.00,Pending
INV-05142,2023-10-28,C-106,,Front-end dev,12,50.00,600.00,Cancelled
INV-05143,2023-01-05,C-107,Cyberdyne,Cloud Storage,8,$ 20.00,160.00,Paid
INV-05144,2023/11/09,C-100,acme corp,Consultoria Data,20,1500.00,30000.00,Processing
INV-05145,2023-08-07,C-107,cyberdyne,Mantenimiento,19,100.00,1900.00,Paid
INV-05146,2023-13-5,C-103,Initech,API Access,2,500.00,1000.00,Cancelled
INV-05147,2023-04-06,C-108,Massive Dynamic,Licencia Software,10,5000.00,50000.00,REFUNDED
INV-05148,2023-02-04,C-101,globex inc,Server Setup,14,USD 1200.50,16807.00,REFUNDED
INV-05149,2023-05-26,C-106,Wayne Ent,Cloud Storage,1,20.00,20.00,Pending
INV-05150,28/10/2023,C-105,Stark Ind,Licencia Software,18,5000.00,90000.00,Paid
INV-05151,2023-03-16,C-101,Globex Inc,Consultoria Data,12,1500.00,18000.00,Paid
INV-05152,2023-07-24,C-106,Wayne Ent,Server Setup,10,1200.50,12005.00,Cancelled
INV-05153,2023-01-16,C-109,Hooli,Consultoria Data,15,1500.00,22500.00,Processing
INV-05154,2023-12-19,C-106,Wayne Ent,Front-end dev,18,50.00,900.00,Paid
INV-05155,2023-06-17,C-104,Umbrella Corp,API Access,5,USD 500.00,2500.00,Cancelled
INV-05156,2023-08-13,C-103,Initech,Front-end dev,17,50.00,850.00,Pending
INV-05157,2023-13-1,C-105,Stark Ind,Audit Service,18,2000.00,36000.00,Processing
,2023-07-31,C-100,Acme Corp,Cloud Storage,5,$ 20.00,100.00,Pending
INV-05159,07/05/2023,C-105,stark ind,Consultoria Data,2,1500.00,3000.00,Processing
INV-05160,2023-10-24,C-108,Massive Dynamic,Licencia Software,13,5000.00,65000.00,Cancelled
INV-05161,2023-01-08,C-102,SOYLENT CORP,Cloud Storage,15,20.00,300.00,Processing
INV-05162,2023-13-17,C-107,Cyberdyne,API Access,1,500.00,500.00,REFUNDED
INV-05163,2023-08-01,C-101,Globex Inc,Cloud Storage,6,20.00,NULL,Cancelled
INV-05164,2023-04-10,C-107,CYBERDYNE,API Access,13,500.00,6500.00,Paid
INV-05165,2023-06-08,C-101,globex inc,Server Setup,8,1200.50,9604.00,REFUNDED
INV-05166,2023-13-23,C-109,Hooli,Front-end dev,12,50.00,600.00,Processing
INV-05167,2023-12-15,C-107,cyberdyne,Licencia Software,2,5000.00,10000.00,Paid
INV-05168,2023-07-20,C-110,Dharma Initiative,Mantenimiento,8,100.00,800.00,REFUNDED
INV-05169,18/08/2023,C-107,Cyberdyne,Mantenimiento,15,100.00,1500.00,Paid
INV-05170,2023-03-29,C-109,Hooli,Cloud Storage,12,$ 20.00,240.00,REFUNDED
INV-05171,2023-04-23,C-106,wayne ent,Cloud Storage,2,20.00,40.00,Pending
INV-05172,2023-03-23,C-109,Hooli,API Access,11,500.00,5500.00,Processing
INV-05173,2023-01-21,C-110,Dharma Initiative,Audit Service,6,USD 2000.00,12000.00,REFUNDED
INV-05174,2023-12-31,C-102,Soylent Corp,Front-end dev,12,50.00,600.00,Paid
INV-05175,2023-08-30,C-103,Initech,Licencia Software,16,5000.00,80000.00,REFUNDED
INV-05176,2023-04-12,C-103,Initech,Front-end dev,15,50.00,750.00,Pending
INV-05177,2023-08-08,C-110,Dharma Initiative,Front-end dev,10,50.00,500.00,Paid
INV-05178,2023-10-01,C-108,Massive Dynamic,Cloud Storage,3,20.00,60.00,REFUNDED
INV-05179,18/04/2023,C-106,Wayne Ent,Audit Service,1,2000.00,2000.00,Paid
INV-05180,2023-07-14,C-104,,Front-end dev,18,50.00,900.00,REFUNDED
INV-05181,2023-03-19,C-104,umbrella corp,API Access,6,500.00,3000.00,REFUNDED
INV-05182,2023-01-14,C-105,Stark Ind,Consultoria Data,8,$ 1500.00,12000.00,Cancelled
INV-05183,18/10/2023,C-106,Wayne Ent,API Access,12,500.00,6000.00,Pending
INV-05184,2023-01-24,C-104,Umbrella Corp,Consultoria Data,12,1500.00,18000.00,Pending
INV-05185,2023-05-11,C-104,Umbrella Corp,Audit Service,8,2000.00,16000.00,Pending
INV-05186,2023-07-13,C-103,Initech,Front-end dev,10,$ 50.00,500.00,Cancelled
INV-05187,29/06/2023,C-107,Cyberdyne,Audit Service,2,2000.00,4000.00,Processing
INV-05188,2023-01-17,C-100,Acme Corp,Mantenimiento,12,100.00,1200.00,Paid
